date,life_form,species,breaking_leaf_buds_count,percent_unfolded_leaves,percent_full_size_leaf,percent_leaves_colorful,fallen_leaf_presence,buds_and_flowers_count,percent_open_flowers,fruit_count,percent_ripe_fruits,dropped_fruit_count,notes,unfolded_leaves_count,initial_emergence,leaf_presence,percent_stalk_growth,percent_fiddlehead_unrolled,pollen_amount,...15,breaking_needle_bud_count,young_needle_count,pollen_cone_count,percent_open_pollen_cones,unripe_seed_cone_count,ripe_seed_cone_count
6/27/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,1000,0,100,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,1000,0,100,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,1000,0,200,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,1000,0.75,200,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,800,1,200,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,750,1,250,fruits ripe and red,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,600,1,400,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,600,0.8,425,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,200,0.7,500,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Maianthemum canadense,NA,NA,NA,NA,NA,0,1,50,1,1000,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Osmundastrum cinnamomeum,NA,0,0,0,absent,0,0,0,0,0,NA,NA,present,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Osmundastrum cinnamomeum,NA,0,0,0,absent,0,0,0,0,0,NA,NA,present,NA,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Osmundastrum cinnamomeum,NA,0,0,0,absent,0,0,0,0,0,NA,NA,present,NA,0.25,0,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Osmundastrum cinnamomeum,NA,0,0,0,absent,0,0,0,0,0,"getting taller, still not unfurreling",NA,present,NA,0.5,0,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Osmundastrum cinnamomeum,NA,0,0,0,absent,0,0,0,0,0,NA,NA,present,NA,0.75,0.25,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,most spores/pieces of fertile leaves are falling off!,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,all fertile (spore bearing) parts past ripe,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,NA,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Osmundastrum cinnamomeum,NA,1,1,0,absent,0,0,0,0,0,not yellowing yet,NA,present,NA,1,1,NA,NA,NA,NA,NA,NA,NA,NA
5/19/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/22/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,10,0,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,30,0.05,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,100,0.25,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,100,0.75,0,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,50,0.5,50,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,10,1,80,0,0,unknown how to tell when fruit is ripe,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,25,1,100,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,10,1,100,0,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,5,1,100,0.1,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,5,1,100,0.15,0,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Digitalis purpurea,NA,NA,NA,NA,NA,0,1,25,1,75,NA,NA,present,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Allium sativum,NA,NA,0,0,NA,0,NA,0,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Allium sativum,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Allium sativum,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Allium sativum,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Allium sativum,NA,NA,0.75,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Allium sativum,NA,NA,0.75,0,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Allium sativum,NA,NA,0.75,0,NA,0,NA,0,0,0,scapes forming,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Allium sativum,NA,NA,1,0.05,NA,0,NA,0,0,0,full curled scapes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Allium sativum,NA,NA,1,0.05,NA,0,NA,0,0,0,scapes harvested!,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Allium sativum,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Allium sativum,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Allium sativum,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Allium sativum,NA,NA,1,0.15,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garlic harvested! braided and put up to dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drying complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,tree,Aesculus hippocastanum,100,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,tree,Aesculus hippocastanum,1000,0.25,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,tree,Aesculus hippocastanum,1000,0.25,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,tree,Aesculus hippocastanum,10000,0.75,0.5,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,tree,Aesculus hippocastanum,10000,1,0.75,0,absent,1000,0,0,0,0,spruce growing out of mushroom in trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,1000,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,100,0,0,fruits clearly visible and developing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,300,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,25,unsure of the amount of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,tree,Aesculus hippocastanum,10000,1,1,0,absent,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,tree,Aesculus hippocastanum,10000,1,1,1,present,0,1,500,0.75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,absent,absent,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,0,0,0,0,0,spikey hairs present on leaves,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,5,0,0,0,0,many uprooted in tillage event,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,20,0.1,0,0,0,NA,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,100,0.5,0,0,0,NA,NA,present,present,NA,NA,little,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,1000,0.75,0,0,0,NA,NA,present,present,NA,NA,little,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,1000,0.75,0,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,10000,1,0,0,0,"half the garden is blooming mustard, other is small mustard",NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,10000,1,0,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,500,1,10000,0,0,NA,NA,present,present,NA,NA,some,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,200,1,10000,0,0,NA,NA,present,present,NA,NA,little,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Brassica rapa,NA,NA,NA,NA,NA,0,1,10000,1,0,NA,NA,present,present,NA,NA,none,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Paeonia lactiflora,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Paeonia lactiflora,100,1,0.75,0,absent,1,0,0,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Paeonia lactiflora,100,1,1,0,absent,1,0,0,0,0,starting to open!,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Paeonia lactiflora,100,1,1,0,absent,1,1,0,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Paeonia lactiflora,100,1,1,0,absent,1,1,0,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Paeonia lactiflora,100,1,1,0,absent,2,1,1,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Paeonia lactiflora,100,1,1,0,absent,1,1,1,0,0,petals falling,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Paeonia lactiflora,100,1,1,0,absent,0,1,1,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Paeonia lactiflora,100,1,1,0,absent,0,1,1,0,0,last petals still hanging on,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Paeonia lactiflora,100,1,1,0,absent,0,1,1,0,0,might be ripe or ripening?,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Paeonia lactiflora,100,1,1,0,absent,0,1,1,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Paeonia lactiflora,100,1,1,0,absent,0,1,1,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Paeonia lactiflora,100,1,1,0.05,absent,0,1,1,0,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Paeonia lactiflora,100,1,1,0.25,absent,0,1,1,1,0,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Rubus idaeus,1000,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Rubus idaeus,1000,0.75,0.25,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Rubus idaeus,1000,0.75,0.25,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Rubus idaeus,1000,1,0.75,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Rubus idaeus,10000,1,0.75,0,absent,20,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Rubus idaeus,10000,1,1,0,absent,100,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Rubus idaeus,10000,1,1,0,absent,100,1,50,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,50,0,0,petals have all given way to reveal unripe fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,50,0,0,plants are discolored and kind of withered,NA,NA,NA,NA,NA,NA,over watered?,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,50,0,0,other bushes have ripe berries,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,50,0.75,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,50,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,25,1,25,some fruits past ripe,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Rubus idaeus,10000,1,1,0,absent,0,1,15,1,35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Rubus idaeus,10000,1,1,0.1,absent,0,1,5,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Rubus idaeus,10000,1,1,0.15,absent,0,1,5,1,45,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Rubus idaeus,10000,1,1,0.2,absent,0,1,0,1,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,shrub,Sambuscus racemosa,NA,0,0,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,shrub,Sambuscus racemosa,NA,0.75,0.5,0,absent,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,shrub,Sambuscus racemosa,NA,0.75,0.5,0,absent,NA,0,0,0,0,large established buds,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,shrub,Sambuscus racemosa,NA,1,0.75,0,absent,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,NA,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,NA,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,NA,0.1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,NA,0.8,100,popping red! bird found eating fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,shrub,Sambuscus racemosa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no observation,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Sambuscus racemosa,NA,1,1,0,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Sambuscus racemosa,NA,1,1,0.75,absent,0,1,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
