date,life_form,species,common_name,breaking_leaf_buds_count,percent_unfolded_leaves,percent_full_size_leaf,percent_leaves_colorful,fallen_leaf_presence,buds_and_flowers_count,percent_open_flowers,fruit_count,percent_ripe_fruits,dropped_fruit_count,notes,unfolded_leaves_count,initial_emergence,leaf_presence,percent_stalk_growth,percent_fiddlehead_unrolled,sporangia_presence,releasing_spores,pollen_amount,breaking_needle_bud_count,young_needle_count,pollen_cone_count,percent_open_pollen_cones,unripe_seed_cone_count,ripe_seed_cone_count
7/30/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,10,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,10,0,0,0,0,fluff of the seeds wet,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,10,0,100,1,0,seeds fluffed up,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,10,0,100,1,50,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,0,0,0,1,100,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,shrub,Cirsium vulgare,bull thistle,NA,NA,NA,NA,NA,0,0,0,1,100,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/23,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,5,0.2,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,25,0.25,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,600,0.2,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,850,0.45,15,0,0,new calendula seeds planted in back row of garden,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1000,0.5,50,0.1,20,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1000,0.7,100,0.3,40,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1000,1,200,0.35,75,lots photos,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1200,0.9,300,0.5,150,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1000,0.75,500,0.5,200,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,5000,1,600,0.75,300,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Calendula officinalis,calendula,NA,NA,NA,NA,NA,1000,1,1000,0.75,500,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,10,0,0,0,0,no flower buds show sign of opening soon,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,1000,0,0,0,0,flowers developing into whitish from green,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,1000,1,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,10,1,100,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,1000,0,100,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,1000,0,100,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,1000,0,200,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,1000,0.75,200,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,800,1,200,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,750,1,250,fruits ripe and red,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,600,1,400,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,600,0.8,425,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,200,0.7,500,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,50,1,1000,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Maianthemum canadense,Canada mayflower,NA,NA,NA,NA,NA,0,1,25,1,1000,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0.25,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0.25,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,0,0,0,FALSE,NA,NA,NA,NA,NA,"getting taller, still not unfurreling",NA,TRUE,NA,0.5,0,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,0,0,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,0.75,0.25,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,most spores/pieces of fertile leaves are falling off!,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,all fertile (spore bearing) parts past ripe,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0,FALSE,NA,NA,NA,NA,NA,not yellowing yet,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Osmundastrum cinnamomeum,cinnamon fern,NA,1,1,0.25,FALSE,NA,NA,NA,NA,NA,NA,NA,TRUE,NA,1,1,FALSE,FALSE,NA,NA,NA,NA,NA,NA,NA
5/19/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/22/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,10,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,30,0.05,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,100,0.25,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,100,0.75,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,50,0.5,50,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,10,1,80,0,0,unknown how to tell when fruit is ripe,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,25,1,100,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,10,1,100,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,5,1,100,0.1,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,5,1,100,0.15,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,0,1,25,1,75,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Digitalis purpurea,foxglove,NA,NA,NA,NA,NA,0,1,0,1,100,NA,NA,TRUE,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Allium sativum,garlic,NA,NA,0,0,NA,0,NA,0,0,0,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Allium sativum,garlic,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Allium sativum,garlic,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Allium sativum,garlic,NA,NA,0.25,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Allium sativum,garlic,NA,NA,0.75,0,NA,0,NA,0,0,0,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Allium sativum,garlic,NA,NA,0.75,0,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Allium sativum,garlic,NA,NA,0.75,0,NA,0,NA,0,0,0,scapes forming,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Allium sativum,garlic,NA,NA,1,0.05,NA,0,NA,0,0,0,full curled scapes,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Allium sativum,garlic,NA,NA,1,0.05,NA,0,NA,0,0,0,scapes harvested!,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Allium sativum,garlic,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Allium sativum,garlic,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Allium sativum,garlic,NA,NA,1,0.1,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Allium sativum,garlic,NA,NA,1,0.15,NA,0,NA,0,0,0,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Allium sativum,garlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garlic harvested! braided and put up to dry,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Allium sativum,garlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Allium sativum,garlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Allium sativum,garlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drying complete,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Allium sativum,garlic,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"cloves being used in the kitchen, p",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,row planted in back of garden,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,tree,Aesculus hippocastanum,horse chestnut,100,0,0,0,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,tree,Aesculus hippocastanum,horse chestnut,1000,0.25,0,0,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,tree,Aesculus hippocastanum,horse chestnut,1000,0.25,0,0,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,tree,Aesculus hippocastanum,horse chestnut,10000,0.75,0.5,0,FALSE,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,0.75,0,FALSE,1000,0,0,0,0,spruce growing out of mushroom in trunk,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,1000,1,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,10,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,100,0,0,fruits clearly visible and developing,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,300,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,25,unsure of the amount of fruits,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/7/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/16/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,0,FALSE,0,1,500,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,1,TRUE,0,1,500,0.75,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
10/15/2023,tree,Aesculus hippocastanum,horse chestnut,10000,1,1,1,TRUE,0,1,300,1,200,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,FALSE,FALSE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,0,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,0,0,0,0,spikey hairs present on leaves,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,5,0,0,0,0,many uprooted in tillage event,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,20,0.1,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,100,0.5,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,little,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,1000,0.75,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,little,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,1000,0.75,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,10000,1,0,0,0,"half the garden is blooming mustard, other is small mustard",NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,10000,1,0,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
8/7/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,1000,1,10000,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
8/16/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,500,1,10000,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,some,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,200,1,10000,0,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,little,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,1,10000,1,0,NA,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
10/15/2023,herb,Brassica rapa,mustard,NA,NA,NA,NA,NA,0,1,10000,1,500,NA,NA,TRUE,TRUE,NA,NA,NA,NA,none,NA,NA,NA,NA,NA,NA
4/14/2023,herb,Paeonia lactiflora,peony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/26/2023,herb,Paeonia lactiflora,peony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4/29/2023,herb,Paeonia lactiflora,peony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/10/2023,herb,Paeonia lactiflora,peony,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5/20/2023,herb,Paeonia lactiflora,peony,100,1,0.75,0,FALSE,1,0,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/12/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,1,0,0,0,0,starting to open!,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/19/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,1,1,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
6/27/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,1,1,0,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/3/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,2,1,1,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/10/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,1,1,1,0,0,petals falling,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/17/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,0,1,1,0,0,NA,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/25/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,0,1,1,0,0,last petals still hanging on,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
7/30/2023,herb,Paeonia lactiflora,peony,100,1,1,0,FALSE,0,1,1,0,0,might be ripe or ripening?,NA,TRUE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
