date,life form,species,initial growth (presnt/absent),emergence (present/absent),# breaking leaf buds,leaves present/absent?,unfolded leaves (present/absent),unfolded leaves? (present/absent),fully unfolded leaves? (present/absent),fully unfolded leaves (present or absent),% unfolded leaves,% full size are most leaves?,# young leaves,# leaves unfolded,young leaves (present/absent),leaves present/absent,% full-sized leaves,% leaves colorful (not including dried leaves retained),% leaves color change,fallen leaves (present/absent),# breaking needle buds,# young needles,% stalk full growth,% fiddlehead unrolled,# flowers or buds,% open flowers,"pollen (little, some, lots)",# pollen cones,% open pollen cones,"pollen release (little, some, lots)",# fruits,# unripe seed cones,% ripe fruits,# ripe seed cones,# dropped/removed fruits,# cone or seed drop,notes,...30
6/29/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,50,NA,0,NA,0,NA,NA,NA
7/4/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,50,NA,0.02,NA,0,NA,NA,NA
7/10/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,50,NA,0.05,NA,5,NA,NA,NA
7/17/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,50,NA,0.25,NA,10,NA,NA,NA
7/25/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,25,NA,0.5,NA,25,NA,"dewy fruits, weathered leaves with dark spots",NA
7/30/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,25,NA,0.75,NA,25,NA,NA,NA
8/7/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,20,NA,0.75,NA,30,NA,NA,NA
8/16/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.05,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,10,NA,1,NA,40,NA,NA,NA
8/22/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.1,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,5,NA,1,NA,45,NA,NA,NA
9/30/2023,shrub,Vaccinium angustifolium,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0.5,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1,NA,50,NA,NA,NA
4/14/2023,shrub,Cirsium vulgare,absent,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,shrub,Cirsium vulgare,absent,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,shrub,Cirsium vulgare,absent,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,first spotted,NA
5/20/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,two whorls of leaves above ground,NA
6/12/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/3/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/10/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/17/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0.5,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/25/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,petals down/crispy tips,NA
7/30/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
8/7/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,fluff of the seeds wet,NA
8/16/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,100,NA,1,NA,0,NA,seeds fluffed up,NA
8/22/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,100,NA,1,NA,50,NA,NA,NA
9/30/2023,shrub,Cirsium vulgare,present,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,1,NA,100,NA,NA,NA
6/12/23,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,0.2,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/3/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,0.25,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/10/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,600,0.2,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/17/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,0.45,NA,NA,NA,NA,15,NA,0,NA,0,NA,new calendula seeds planted in back row of garden,NA
7/25/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.5,NA,NA,NA,NA,50,NA,0.1,NA,20,NA,NA,NA
7/30/2023,herb,calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.7,NA,NA,NA,NA,100,NA,0.3,NA,40,NA,NA,NA
8/7/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,200,NA,0.35,NA,75,NA,lots photos,NA
8/16/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1200,0.9,NA,NA,NA,NA,300,NA,0.5,NA,150,NA,NA,NA
8/22/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0.75,NA,NA,NA,NA,500,NA,0.5,NA,200,NA,NA,NA
9/30/2023,herb,Calendula officinalis,present,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,5000,1,NA,NA,NA,NA,600,NA,0.75,NA,300,NA,NA,NA
4/14/2023,herb,Maianthemum canadense,absent,NA,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,no flower buds show sign of opening soon,NA
5/20/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,flowers developing into whitish from green,NA
6/12/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,100,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1000,NA,0,NA,100,NA,NA,NA
7/3/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1000,NA,0,NA,100,NA,NA,NA
7/10/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1000,NA,0,NA,200,NA,NA,NA
7/17/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,1000,NA,0.75,NA,200,NA,NA,NA
7/25/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,800,NA,1,NA,200,NA,NA,NA
7/30/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,750,NA,1,NA,250,NA,fruits ripe and red,NA
8/7/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,600,NA,1,NA,400,NA,NA,NA
8/16/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,600,NA,0.8,NA,425,NA,NA,NA
8/22/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,200,NA,0.7,NA,500,NA,NA,NA
9/30/2023,herb,Maianthemum canadense,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,50,NA,1,NA,1000,NA,NA,NA
4/14/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,0,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,0.25,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,0.25,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,0.5,0,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,"getting taller, still not unfurreling",NA
5/20/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,0.75,0.25,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/12/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,most spores/pieces of fertile leaves are falling off!,NA
7/3/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/10/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/17/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,all fertile (spore bearing) parts past ripe,NA
7/30/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
8/7/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
8/16/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
8/22/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
9/30/2023,herb,Osmundastrum cinnamomeum,NA,present,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,1,1,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,not yellowing yet,NA
5/19/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,absent,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/22/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/27/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30,0.05,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/3/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.25,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/10/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,100,0.75,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/17/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,0.5,NA,NA,NA,NA,50,NA,0,NA,0,NA,NA,NA
7/25/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,80,NA,0,NA,0,NA,unknown how to tell when fruit is ripe,NA
7/30/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,25,1,NA,NA,NA,NA,100,NA,0,NA,0,NA,NA,NA
8/7/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,1,NA,NA,NA,NA,100,NA,0,NA,0,NA,NA,NA
8/16/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,100,NA,0.1,NA,0,NA,NA,NA
8/22/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5,1,NA,NA,NA,NA,100,NA,0.15,NA,0,NA,NA,NA
9/30/2023,herb,Digitalis purpurea,present,NA,NA,NA,NA,NA,present,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,25,NA,1,NA,75,NA,NA,NA
4/14/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,5,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.25,NA,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/20/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,8,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/12/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.75,NA,12,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,scapes forming,NA
6/27/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,full curled scapes,NA
7/3/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.05,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,scapes harvested!,NA
7/10/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/17/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/25/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.1,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
7/30/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,12,NA,NA,NA,NA,0.15,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
8/7/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,garlic harvested! braided and put up to dry,NA
8/16/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
8/22/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
9/30/2023,herb,Allium sativum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,drying complete,NA
4/14/2023,tree,Aesculus hippocastanum,NA,NA,100,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/26/2023,tree,Aesculus hippocastanum,NA,NA,1000,NA,NA,NA,NA,NA,0.25,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
4/29/2023,tree,Aesculus hippocastanum,NA,NA,1000,NA,NA,NA,NA,NA,0.25,0,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/10/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,0.75,0.5,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
5/20/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,0.75,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1000,0,NA,NA,NA,NA,0,NA,0,NA,0,NA,spruce growing out of mushroom in trunk,NA
6/12/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,1000,1,NA,NA,NA,NA,0,NA,0,NA,0,NA,NA,NA
6/19/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,10,NA,0,NA,0,NA,NA,NA
6/27/2023,tree,Aesculus hippocastanum,NA,NA,10000,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,0,NA,absent,NA,NA,NA,NA,0,1,NA,NA,NA,NA,100,NA,0,NA,0,NA,fruits clearly visible and developing,NA
